Dates,Opponent,Score,Minutes,Successful Shots,Total Shots,3 Points Succesful,Total 3 Points,Successful FT,Total FT,REB,AST,BLK,STL,PF,TO,PTS,Type,Result,Score GS,Score Opponent
1/9/2015,CLE,W 112-94,35,8,15,3,8,4,4,1,10,0,2,1,1,23,REGULAR SEASON STATS,W,112,94
1/13/2015,UTAH,W 116-105,29,10,16,4,9,3,3,2,11,0,0,2,2,27,REGULAR SEASON STATS,W,116,105
1/14/2015,MIA,W 104-89,32,11,19,7,10,3,5,5,3,0,2,1,3,32,REGULAR SEASON STATS,W,104,89
1/16/2015,OKC,L 115-127,31,6,13,2,6,5,5,3,6,0,2,2,6,19,REGULAR SEASON STATS,L,115,127
1/17/2015,HOU,W 131-106,33,9,18,2,8,7,8,7,11,1,3,0,2,27,REGULAR SEASON STATS,W,131,106
1/19/2015,DEN,W 122-79,25,7,13,2,5,4,4,1,8,2,1,2,1,20,REGULAR SEASON STATS,W,122,79
1/21/2015,HOU,W 126-113,34,7,12,3,5,5,6,3,10,0,1,3,6,22,REGULAR SEASON STATS,W,126,113
1/23/2015,SAC,W 126-101,29,3,11,2,7,2,2,4,11,0,2,0,6,10,REGULAR SEASON STATS,W,126,101
1/25/2015,BOS,W 114-111,33,6,16,1,5,9,9,4,11,0,2,1,3,22,REGULAR SEASON STATS,W,114,111
1/27/2015,CHI,L 111-113,43,9,23,2,9,1,1,4,9,0,3,3,3,21,REGULAR SEASON STATS,L,111,113
1/30/2015,UTAH,L 100-110,34,10,22,5,11,7,9,7,6,0,3,1,2,32,REGULAR SEASON STATS,L,100,110
1/31/2015,PHX,W 106-87,37,9,23,4,9,3,3,4,7,1,2,2,1,25,REGULAR SEASON STATS,W,106,87
2/3/2015,SAC,W 121-96,29,6,15,2,6,9,10,5,9,0,3,2,2,23,REGULAR SEASON STATS,W,121,96
2/4/2015,DAL,W 128-114,37,16,26,10,16,9,11,4,4,0,1,3,3,51,REGULAR SEASON STATS,W,128,114
2/6/2015,ATL,L 116-124,36,8,19,4,9,6,7,2,9,2,2,3,1,26,REGULAR SEASON STATS,L,116,124
2/7/2015,NY,W 106-92,31,8,18,5,9,1,3,6,0,0,2,0,3,22,REGULAR SEASON STATS,W,106,92
2/9/2015,PHI,W 89-84,32,7,20,3,12,3,4,5,6,0,3,2,1,20,REGULAR SEASON STATS,W,89,84
2/11/2015,MIN,W 94-91,36,9,23,2,10,5,5,5,8,0,3,1,3,25,REGULAR SEASON STATS,W,94,91
2/15/2015,EAST,W 163-158,27,6,16,3,10,0,0,9,5,0,1,1,5,15,REGULAR SEASON STATS,W,163,158
2/20/2015,SA,W 110-99,32,8,17,4,8,5,5,4,11,0,4,2,2,25,REGULAR SEASON STATS,W,110,99
2/22/2015,IND,L 98-104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,98,104
2/24/2015,WSH,W 114-107,34,11,18,5,9,5,5,0,8,0,2,1,0,32,REGULAR SEASON STATS,W,114,107
2/26/2015,CLE,L 99-110,34,5,17,3,9,5,5,3,6,0,1,3,4,18,REGULAR SEASON STATS,L,99,110
2/27/2015,TOR,W 113-89,25,8,13,3,4,3,3,6,5,0,2,0,2,22,REGULAR SEASON STATS,W,113,89
3/1/2015,BOS,W 106-101,38,14,22,5,8,4,4,4,5,0,1,1,5,37,REGULAR SEASON STATS,W,106,101
3/2/2015,BKN,L 108-110,29,8,16,6,12,4,4,2,7,0,1,4,4,26,REGULAR SEASON STATS,L,108,110
3/4/2015,MIL,W 102-93,37,6,16,6,13,1,2,1,11,2,2,3,5,19,REGULAR SEASON STATS,W,102,93
3/6/2015,DAL,W 104-89,31,6,11,5,8,5,6,2,7,1,2,2,3,22,REGULAR SEASON STATS,W,104,89
3/8/2015,LAC,W 106-98,32,3,9,2,2,4,4,1,4,0,3,1,4,12,REGULAR SEASON STATS,W,106,98
3/9/2015,PHX,W 98-80,36,14,24,7,13,1,2,6,5,0,4,3,4,36,REGULAR SEASON STATS,W,98,80
3/11/2015,DET,W 105-98,34,4,15,1,7,0,0,5,11,0,1,1,3,9,REGULAR SEASON STATS,W,105,98
3/13/2015,DEN,L 103-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGULAR SEASON STATS,L,103,114
3/14/2015,NY,W 125-94,27,8,15,6,10,3,3,3,11,0,3,2,1,25,REGULAR SEASON STATS,W,125,94
3/16/2015,LAL,W 108-105,33,5,14,2,6,7,7,4,9,0,3,2,6,19,REGULAR SEASON STATS,W,108,105
3/18/2015,ATL,W 114-95,30,4,11,2,6,6,6,4,12,0,0,1,4,16,REGULAR SEASON STATS,W,114,95
3/20/2015,NO,W 112-96,27,4,17,2,10,6,6,2,11,0,0,0,3,16,REGULAR SEASON STATS,W,112,96
3/21/2015,UTAH,W 106-91,32,8,18,3,6,5,5,3,3,0,3,0,0,24,REGULAR SEASON STATS,W,106,91
3/23/2015,WSH,W 107-76,28,8,14,5,8,3,3,5,6,0,2,1,2,24,REGULAR SEASON STATS,W,107,76
3/24/2015,POR,W 122-108,35,13,22,5,9,2,2,2,10,0,1,2,2,33,REGULAR SEASON STATS,W,122,108
3/27/2015,MEM,W 107-84,34,12,22,8,12,6,6,3,10,1,3,3,4,38,REGULAR SEASON STATS,W,107,84
3/28/2015,MIL,W 108-95,30,8,13,6,9,3,3,4,6,0,1,4,6,25,REGULAR SEASON STATS,W,108,95
3/31/2015,LAC,W 110-106,36,8,15,4,6,7,7,1,4,0,1,3,3,27,REGULAR SEASON STATS,W,110,106
4/2/2015,PHX,W 107-106,34,10,22,6,11,2,2,8,5,0,0,3,6,28,REGULAR SEASON STATS,W,107,106
4/4/2015,DAL,W 123-110,27,4,12,1,4,2,3,4,3,0,1,1,1,11,REGULAR SEASON STATS,W,123,110
4/5/2015,SA,L 92-107,30,9,17,5,10,1,2,4,6,0,1,2,4,24,REGULAR SEASON STATS,L,92,107
4/7/2015,NO,L 100-103,35,9,18,5,8,2,2,6,9,0,1,3,2,25,REGULAR SEASON STATS,L,100,103
4/9/2015,POR,W 116-105,35,17,23,8,13,3,3,2,10,0,0,2,4,45,REGULAR SEASON STATS,W,116,105
4/11/2015,MIN,W 110-101,35,11,21,5,11,7,8,4,7,0,4,1,3,34,REGULAR SEASON STATS,W,110,101
4/13/2015,MEM,W 111-107,29,6,10,3,6,0,0,4,8,0,1,2,3,15,REGULAR SEASON STATS,W,111,107
4/15/2015,DEN,W 133-126,19,4,10,2,4,0,0,4,7,0,5,1,2,10,REGULAR SEASON STATS,W,133,126
